Year,Region,Value
2019,Kirovohrad,213.8
2020,Kirovohrad,229.2
2021,Kirovohrad,230.4
2022,Kirovohrad,
2023,Kirovohrad,
2015,Luhansk,144.8
2016,Luhansk,138.2
2017,Luhansk,136.8
2018,Luhansk,139.2
2019,Luhansk,147.4
2020,Luhansk,150.6
2021,Luhansk,158.8
2022,Luhansk,
2023,Luhansk,
2015,Lviv,235.5
2016,Lviv,232.7
2017,Lviv,214.4
2018,Lviv,205.2
2019,Lviv,215.3
2020,Lviv,225.9
2021,Lviv,222.1
2022,Lviv,
2023,Lviv,
2015,Mykolayiv,206.8
2016,Mykolayiv,212.6
2017,Mykolayiv,202.0
2018,Mykolayiv,203.1
2019,Mykolayiv,204.3
2020,Mykolayiv,205.4
2021,Mykolayiv,199.6
2022,Mykolayiv,
2023,Mykolayiv,
2015,Odesa,194.5
2016,Odesa,188.0
2017,Odesa,180.7
2018,Odesa,190.3
2019,Odesa,185.8
2020,Odesa,180.2
2021,Odesa,175.9
2022,Odesa,
2023,Odesa,
2015,Poltava,223.6
2016,Poltava,217.9
2017,Poltava,210.0
2018,Poltava,199.2
2019,Poltava,201.5
2020,Poltava,195.5
2021,Poltava,196.6
2022,Poltava,
2023,Poltava,
2015,Rivne,213.1
2016,Rivne,203.5
2017,Rivne,198.8
2018,Rivne,188.3
2019,Rivne,191.7
2020,Rivne,190.5
2021,Rivne,192.8
2022,Rivne,
2023,Rivne,
2015,Sumy,203.5
2016,Sumy,194.8
2017,Sumy,192.3
2018,Sumy,187.9
2019,Sumy,182.4
2020,Sumy,180.4
2021,Sumy,180.5
2022,Sumy,
2023,Sumy,
2015,Ternopil,235.1
2016,Ternopil,245.7
2017,Ternopil,236.2
2018,Ternopil,231.2
2019,Ternopil,245.1
2020,Ternopil,237.8
2021,Ternopil,222.3
2022,Ternopil,
2023,Ternopil,
2015,Kharkiv,228.3
2016,Kharkiv,239.9
2017,Kharkiv,220.9
2018,Kharkiv,208.7
2019,Kharkiv,203.9
2020,Kharkiv,202.6
2021,Kharkiv,199.1
2022,Kharkiv,
2023,Kharkiv,
2015,Kherson,195.6
2016,Kherson,213.3
2017,Kherson,204.4
2018,Kherson,193.5
2019,Kherson,183.9
2020,Kherson,195.8
2021,Kherson,181.5
2022,Kherson,
2023,Kherson,
2015,Khmelnytskiy,233.0
2016,Khmelnytskiy,225.1
2017,Khmelnytskiy,223.4
2018,Khmelnytskiy,208.3
2019,Khmelnytskiy,208.2
2020,Khmelnytskiy,204.2
2021,Khmelnytskiy,210.3
2022,Khmelnytskiy,
2023,Khmelnytskiy,
2015,Cherkasy,226.9
2016,Cherkasy,221.1
2017,Cherkasy,206.2
2018,Cherkasy,214.2
2019,Cherkasy,216.6
2020,Cherkasy,222.2
2021,Cherkasy,222.2
2022,Cherkasy,
2023,Cherkasy,
2015,Chernivtsi,243.9
2016,Chernivtsi,251.0
2017,Chernivtsi,240.8
2018,Chernivtsi,233.7
2019,Chernivtsi,226.6
2020,Chernivtsi,220.1
2021,Chernivtsi,227.1
2022,Chernivtsi,
2023,Chernivtsi,
2015,Chernihiv,239.2
2016,Chernihiv,226.7
2017,Chernihiv,217.7
2018,Chernihiv,214.6
2019,Chernihiv,210.5
2020,Chernihiv,207.5
2021,Chernihiv,206.5
2022,Chernihiv,
2023,Chernihiv,
