Year,Ammunition,Region,Value
2015,1_am_cartridges,35_reg_Kyiv_city,9808.0
2016,1_am_cartridges,35_reg_Kyiv_city,6164.0
2017,1_am_cartridges,35_reg_Kyiv_city,7394.0
2018,1_am_cartridges,35_reg_Kyiv_city,26130.0
2019,1_am_cartridges,35_reg_Kyiv_city,7799.0
2020,1_am_cartridges,35_reg_Kyiv_city,4673.0
2021,1_am_cartridges,35_reg_Kyiv_city,5923.0
2022,1_am_cartridges,35_reg_Kyiv_city,8559.0
2023,1_am_cartridges,35_reg_Kyiv_city,39638.0
2015,2_am_grenades,35_reg_Kyiv_city,42.0
2016,2_am_grenades,35_reg_Kyiv_city,86.0
2017,2_am_grenades,35_reg_Kyiv_city,136.0
2018,2_am_grenades,35_reg_Kyiv_city,109.0
2019,2_am_grenades,35_reg_Kyiv_city,53.0
2020,2_am_grenades,35_reg_Kyiv_city,29.0
2021,2_am_grenades,35_reg_Kyiv_city,35.0
2022,2_am_grenades,35_reg_Kyiv_city,60.0
2023,2_am_grenades,35_reg_Kyiv_city,131.0
2015,3_am_mines,35_reg_Kyiv_city,
2016,3_am_mines,35_reg_Kyiv_city,
2017,3_am_mines,35_reg_Kyiv_city,
2018,3_am_mines,35_reg_Kyiv_city,9.0
2019,3_am_mines,35_reg_Kyiv_city,
2020,3_am_mines,35_reg_Kyiv_city,
2021,3_am_mines,35_reg_Kyiv_city,
2022,3_am_mines,35_reg_Kyiv_city,
2023,3_am_mines,35_reg_Kyiv_city,83.0
2015,4_am_devic,35_reg_Kyiv_city,1.0
2016,4_am_devic,35_reg_Kyiv_city,
2017,4_am_devic,35_reg_Kyiv_city,1.0
2018,4_am_devic,35_reg_Kyiv_city,12.0
2019,4_am_devic,35_reg_Kyiv_city,5.0
2020,4_am_devic,35_reg_Kyiv_city,13.0
2021,4_am_devic,35_reg_Kyiv_city,27.0
2022,4_am_devic,35_reg_Kyiv_city,1.0
2023,4_am_devic,35_reg_Kyiv_city,6.0
