Year,Region,Value
2021,Kirovohrad,187.0
2022,Kirovohrad,
2023,Kirovohrad,
2015,Luhansk,114.7
2016,Luhansk,117.6
2017,Luhansk,119.3
2018,Luhansk,118.1
2019,Luhansk,117.6
2020,Luhansk,106.5
2021,Luhansk,107.6
2022,Luhansk,
2023,Luhansk,
2015,Lviv,150.3
2016,Lviv,159.8
2017,Lviv,155.1
2018,Lviv,164.5
2019,Lviv,171.2
2020,Lviv,182.8
2021,Lviv,184.1
2022,Lviv,
2023,Lviv,
2015,Mykolayiv,189.9
2016,Mykolayiv,187.2
2017,Mykolayiv,176.4
2018,Mykolayiv,180.4
2019,Mykolayiv,179.4
2020,Mykolayiv,172.4
2021,Mykolayiv,177.1
2022,Mykolayiv,
2023,Mykolayiv,
2015,Odesa,169.5
2016,Odesa,161.1
2017,Odesa,150.1
2018,Odesa,158.2
2019,Odesa,160.5
2020,Odesa,165.3
2021,Odesa,167.8
2022,Odesa,
2023,Odesa,
2015,Poltava,188.5
2016,Poltava,188.5
2017,Poltava,182.6
2018,Poltava,186.8
2019,Poltava,188.8
2020,Poltava,179.0
2021,Poltava,182.5
2022,Poltava,
2023,Poltava,
2015,Rivne,141.7
2016,Rivne,137.2
2017,Rivne,149.9
2018,Rivne,147.4
2019,Rivne,150.4
2020,Rivne,145.5
2021,Rivne,149.0
2022,Rivne,
2023,Rivne,
2015,Sumy,168.1
2016,Sumy,164.3
2017,Sumy,156.7
2018,Sumy,171.8
2019,Sumy,168.3
2020,Sumy,163.4
2021,Sumy,168.7
2022,Sumy,
2023,Sumy,
2015,Ternopil,164.8
2016,Ternopil,161.2
2017,Ternopil,160.9
2018,Ternopil,159.3
2019,Ternopil,167.9
2020,Ternopil,162.8
2021,Ternopil,164.4
2022,Ternopil,
2023,Ternopil,
2015,Kharkiv,173.4
2016,Kharkiv,179.2
2017,Kharkiv,171.1
2018,Kharkiv,168.8
2019,Kharkiv,172.8
2020,Kharkiv,166.4
2021,Kharkiv,166.6
2022,Kharkiv,
2023,Kharkiv,
2015,Kherson,166.6
2016,Kherson,171.2
2017,Kherson,163.9
2018,Kherson,171.5
2019,Kherson,166.5
2020,Kherson,181.5
2021,Kherson,181.6
2022,Kherson,
2023,Kherson,
2015,Khmelnytskiy,136.5
2016,Khmelnytskiy,139.7
2017,Khmelnytskiy,148.7
2018,Khmelnytskiy,157.4
2019,Khmelnytskiy,154.7
2020,Khmelnytskiy,162.6
2021,Khmelnytskiy,165.0
2022,Khmelnytskiy,
2023,Khmelnytskiy,
2015,Cherkasy,177.3
2016,Cherkasy,175.3
2017,Cherkasy,161.3
2018,Cherkasy,174.1
2019,Cherkasy,173.5
2020,Cherkasy,168.3
2021,Cherkasy,171.0
2022,Cherkasy,
2023,Cherkasy,
2015,Chernivtsi,171.0
2016,Chernivtsi,178.4
2017,Chernivtsi,175.2
2018,Chernivtsi,180.9
2019,Chernivtsi,179.3
2020,Chernivtsi,175.7
2021,Chernivtsi,178.4
2022,Chernivtsi,
2023,Chernivtsi,
2015,Chernihiv,169.8
2016,Chernihiv,171.5
2017,Chernihiv,162.5
2018,Chernihiv,169.3
2019,Chernihiv,176.3
2020,Chernihiv,177.5
2021,Chernihiv,177.8
2022,Chernihiv,
2023,Chernihiv,
