Year,Region,Value
2020,Luhansk,78.0
2021,Luhansk,44.0
2022,Luhansk,11.0
2023,Luhansk,
2015,Lviv,100.0
2016,Lviv,100.0
2017,Lviv,150.0
2018,Lviv,123.0
2019,Lviv,150.0
2020,Lviv,91.0
2021,Lviv,86.0
2022,Lviv,109.0
2023,Lviv,73.0
2015,Mykolayiv,100.0
2016,Mykolayiv,250.0
2017,Mykolayiv,250.0
2018,Mykolayiv,325.0
2019,Mykolayiv,450.0
2020,Mykolayiv,250.0
2021,Mykolayiv,350.0
2022,Mykolayiv,925.0
2023,Mykolayiv,200.0
2015,Odesa,100.0
2016,Odesa,100.0
2017,Odesa,83.0
2018,Odesa,111.0
2019,Odesa,144.0
2020,Odesa,89.0
2021,Odesa,78.0
2022,Odesa,122.0
2023,Odesa,139.0
2015,Poltava,100.0
2016,Poltava,89.0
2017,Poltava,84.0
2018,Poltava,100.0
2019,Poltava,68.0
2020,Poltava,89.0
2021,Poltava,89.0
2022,Poltava,142.0
2023,Poltava,84.0
2015,Rivne,100.0
2016,Rivne,500.0
2017,Rivne,325.0
2018,Rivne,375.0
2019,Rivne,200.0
2020,Rivne,475.0
2021,Rivne,175.0
2022,Rivne,225.0
2023,Rivne,100.0
2015,Sumy,100.0
2016,Sumy,136.0
2017,Sumy,55.0
2018,Sumy,18.0
2019,Sumy,91.0
2020,Sumy,64.0
2021,Sumy,64.0
2022,Sumy,182.0
2023,Sumy,155.0
2015,Ternopil,100.0
2016,Ternopil,80.0
2017,Ternopil,80.0
2018,Ternopil,130.0
2019,Ternopil,150.0
2020,Ternopil,80.0
2021,Ternopil,120.0
2022,Ternopil,80.0
2023,Ternopil,60.0
2015,Kharkiv,100.0
2016,Kharkiv,115.0
2017,Kharkiv,90.0
2018,Kharkiv,50.0
2019,Kharkiv,125.0
2020,Kharkiv,105.0
2021,Kharkiv,100.0
2022,Kharkiv,130.0
2023,Kharkiv,150.0
2015,Kherson,100.0
2016,Kherson,89.0
2017,Kherson,56.0
2018,Kherson,100.0
2019,Kherson,33.0
2020,Kherson,44.0
2021,Kherson,56.0
2022,Kherson,144.0
2023,Kherson,311.0
2015,Khmelnytskiy,100.0
2016,Khmelnytskiy,81.0
2017,Khmelnytskiy,75.0
2018,Khmelnytskiy,69.0
2019,Khmelnytskiy,69.0
2020,Khmelnytskiy,81.0
2021,Khmelnytskiy,50.0
2022,Khmelnytskiy,56.0
2023,Khmelnytskiy,38.0
2015,Cherkasy,100.0
2016,Cherkasy,113.0
2017,Cherkasy,200.0
2018,Cherkasy,150.0
2019,Cherkasy,138.0
2020,Cherkasy,100.0
2021,Cherkasy,188.0
2022,Cherkasy,175.0
2023,Cherkasy,250.0
2015,Chernivtsi,100.0
2016,Chernivtsi,100.0
2017,Chernivtsi,50.0
2018,Chernivtsi,50.0
2019,Chernivtsi,75.0
2020,Chernivtsi,88.0
2021,Chernivtsi,50.0
2022,Chernivtsi,75.0
2023,Chernivtsi,
2015,Chernihiv,100.0
2016,Chernihiv,108.0
2017,Chernihiv,67.0
2018,Chernihiv,100.0
2019,Chernihiv,92.0
2020,Chernihiv,92.0
2021,Chernihiv,125.0
2022,Chernihiv,108.0
2023,Chernihiv,150.0
2015,the city of Kyiv,100.0
2016,the city of Kyiv,66.0
2017,the city of Kyiv,141.0
2018,the city of Kyiv,224.0
2019,the city of Kyiv,179.0
2020,the city of Kyiv,186.0
2021,the city of Kyiv,203.0
2022,the city of Kyiv,145.0
2023,the city of Kyiv,234.0
