Year,Region,Value
2017,Chernivtsi,113.0
2018,Chernivtsi,120.0
2019,Chernivtsi,127.0
2020,Chernivtsi,120.0
2021,Chernivtsi,117.0
2022,Chernivtsi,117.0
2023,Chernivtsi,97.0
2015,Chernihiv,100.0
2016,Chernihiv,105.0
2017,Chernihiv,99.0
2018,Chernihiv,98.0
2019,Chernihiv,94.0
2020,Chernihiv,69.0
2021,Chernihiv,85.0
2022,Chernihiv,77.0
2023,Chernihiv,64.0
2015,the city of Kyiv,100.0
2016,the city of Kyiv,105.0
2017,the city of Kyiv,106.0
2018,the city of Kyiv,91.0
2019,the city of Kyiv,86.0
2020,the city of Kyiv,106.0
2021,the city of Kyiv,74.0
2022,the city of Kyiv,78.0
2023,the city of Kyiv,125.0
