Year,Region,Value
2015,Kirovohrad,8.3
2016,Kirovohrad,9.5
2017,Kirovohrad,10.7
2018,Kirovohrad,12.0
2019,Kirovohrad,13.5
2020,Kirovohrad,13.4
2021,Kirovohrad,14.6
2022,Kirovohrad,
2023,Kirovohrad,
2015,Luhansk,5.4
2016,Luhansk,5.7
2017,Luhansk,7.3
2018,Luhansk,8.6
2019,Luhansk,9.0
2020,Luhansk,9.2
2021,Luhansk,10.0
2022,Luhansk,
2023,Luhansk,
2015,Lviv,6.6
2016,Lviv,7.5
2017,Lviv,8.3
2018,Lviv,8.9
2019,Lviv,9.4
2020,Lviv,9.6
2021,Lviv,10.8
2022,Lviv,
2023,Lviv,
2015,Mykolayiv,8.8
2016,Mykolayiv,9.8
2017,Mykolayiv,10.6
2018,Mykolayiv,12.4
2019,Mykolayiv,13.4
2020,Mykolayiv,13.4
2021,Mykolayiv,13.4
2022,Mykolayiv,
2023,Mykolayiv,
2015,Odesa,12.0
2016,Odesa,13.0
2017,Odesa,14.7
2018,Odesa,15.4
2019,Odesa,16.0
2020,Odesa,15.1
2021,Odesa,15.6
2022,Odesa,
2023,Odesa,
2015,Poltava,7.9
2016,Poltava,8.8
2017,Poltava,10.3
2018,Poltava,10.7
2019,Poltava,12.0
2020,Poltava,12.2
2021,Poltava,12.6
2022,Poltava,
2023,Poltava,
2015,Rivne,6.6
2016,Rivne,7.9
2017,Rivne,8.1
2018,Rivne,9.0
2019,Rivne,10.5
2020,Rivne,11.0
2021,Rivne,11.4
2022,Rivne,
2023,Rivne,
2015,Sumy,6.0
2016,Sumy,7.0
2017,Sumy,8.3
2018,Sumy,9.1
2019,Sumy,9.5
2020,Sumy,10.6
2021,Sumy,11.1
2022,Sumy,
2023,Sumy,
2015,Ternopil,5.5
2016,Ternopil,6.4
2017,Ternopil,8.0
2018,Ternopil,8.4
2019,Ternopil,9.6
2020,Ternopil,9.4
2021,Ternopil,10.4
2022,Ternopil,
2023,Ternopil,
2015,Kharkiv,6.9
2016,Kharkiv,8.0
2017,Kharkiv,8.7
2018,Kharkiv,9.2
2019,Kharkiv,9.2
2020,Kharkiv,9.5
2021,Kharkiv,9.7
2022,Kharkiv,
2023,Kharkiv,
2015,Kherson,9.9
2016,Kherson,10.9
2017,Kherson,12.4
2018,Kherson,13.0
2019,Kherson,14.0
2020,Kherson,14.5
2021,Kherson,14.4
2022,Kherson,
2023,Kherson,
2015,Khmelnytskiy,7.0
2016,Khmelnytskiy,8.0
2017,Khmelnytskiy,8.3
2018,Khmelnytskiy,9.3
2019,Khmelnytskiy,10.5
2020,Khmelnytskiy,11.1
2021,Khmelnytskiy,12.2
2022,Khmelnytskiy,
2023,Khmelnytskiy,
2015,Cherkasy,10.3
2016,Cherkasy,12.3
2017,Cherkasy,13.1
2018,Cherkasy,13.8
2019,Cherkasy,13.9
2020,Cherkasy,14.2
2021,Cherkasy,15.5
2022,Cherkasy,
2023,Cherkasy,
2015,Chernivtsi,6.7
2016,Chernivtsi,7.5
2017,Chernivtsi,7.8
2018,Chernivtsi,9.3
2019,Chernivtsi,10.5
2020,Chernivtsi,10.3
2021,Chernivtsi,11.3
2022,Chernivtsi,
2023,Chernivtsi,
2015,Chernihiv,7.7
2016,Chernihiv,9.2
2017,Chernihiv,9.8
2018,Chernihiv,11.1
2019,Chernihiv,12.7
2020,Chernihiv,12.8
2021,Chernihiv,14.0
2022,Chernihiv,
2023,Chernihiv,
